unit,quantity,rate,gi_amount,from_party_id,to_party_id,consignment_id,party_payment,paid_amount,created_at
10KG,140,110,15400,252,39,109,2/3/2025,15400
10KG,125,110,13750,198,198,109,,
10KG,135,110,14850,6,6,109,1/27/2025,14850
10KG,107,110,11770,151,151,109,1/27/2025,11770
10KG,108,110,11880,71,71,109,,
10KG,32,110,3520,9,9,109,2/12/2025,3520
10KG,58,110,6380,48,48,109,1/27/2025,6380
10KG,73,110,8030,99,99,109,2/19/2025,8030
10KG,13,110,1430,30,30,109,,
10KG,26,220,2860,175,463,109,1/27/2025,2860
20KG,10,220,2200,47,47,109,1/27/2025,2200
20KG,179,220,39380,76,1,110,,
20KG,284,220,62480,76,1,110,,
20KG,113,220,24860,33,33,110,,
20KG,119,220,26180,122,122,110,,
20KG,349,220,76780,280,280,110,,
20KG,42,220,9240,19,19,110,2/6/2025,9240
20KG,29,220,6380,121,523,110,,
20KG,51,220,11220,34,34,110,,
20KG,239,220,52580,6,6,111,1/23/2025,52580
20KG,301,220,66220,17,17,111,,
20KG,172,220,37840,36,36,111,,
20KG,220,220,48400,9,9,111,2/17/2025,48400
20KG,141,220,31020,5,5,111,1/27/2025,31020
20KG,32,220,7040,143,510,111,,
20KG,33,220,7260,2,521,111,,
20KG,425,220,93500,10,10,112,,
20KG,254,220,55880,254,542,112,,
20KG,84,220,18480,274,20,112,,
20KG,416,220,91520,14,20,112,,
20KG,287,220,63140,4,32,113,,
20KG,117,220,25740,281,281,113,4/16/2025,25740
20KG,55,220,12100,203,15,113,,
20KG,38,220,8360,129,20,113,,
20KG,75,220,16500,271,1,113,,
20KG,53,220,11660,96,96,113,,
20KG,45,220,9900,78,20,113,,
20KG,386,220,84920,10,10,113,,
20KG,51,220,11220,96,96,113,,
20KG,219,220,48180,35,35,114,1/27/2025,48180
20KG,100,220,22000,5,5,114,1/27/2025,22000
20KG,175,220,38500,6,6,114,1/27/2025,38500
20KG,167,220,36740,2,521,114,,
20KG,69,220,15180,76,1,114,,
20KG,74,220,16280,271,1,114,,
20KG,105,220,23100,272,538,114,4/16/2025,23100
20KG,221,220,48620,282,46,114,1/20/2025,48620
20KG,76,220,16720,132,132,115,,
20KG,45,220,9900,132,132,115,,
20KG,48,220,10560,9,9,115,2/17/2025,10560
20KG,55,220,12100,29,29,115,,
20KG,161,220,35420,72,21,115,,
20KG,67,220,14740,76,1,115,,
20KG,247,220,54340,81,15,115,,
20KG,83,220,18260,36,36,115,,
20KG,90,220,19800,274,20,115,,
20KG,373,110,82060,14,20,115,,
10KG,196,110,21560,33,33,116,2/4/2025,21560
10KG,81,110,8910,256,256,116,2/4/2025,8910
10KG,68,110,7480,76,1,116,2/4/2025,7480
10KG,76,110,8360,82,82,116,1/21/2025,8360
10KG,5,110,550,281,281,116,4/16/2025,550
10KG,59,110,6490,275,275,116,2/4/2025,6490
10KG,58,110,6380,276,276,116,2/4/2025,6380
10KG,83,110,9130,27,27,116,2/4/2025,9130
10KG,508,110,55880,178,51,116,2/3/2025,55880
10KG,144,110,15840,34,34,116,2/4/2025,15840
10KG,101,110,11110,283,283,116,2/18/2025,11110
10KG,151,110,16610,38,38,116,2/4/2025,16610
10KG,61,110,6710,55,55,116,2/4/2025,6710
10KG,50,110,5500,55,55,116,2/4/2025,5500
10KG,60,110,6600,197,197,116,2/4/2025,6600
10KG,51,110,5610,197,197,116,2/4/2025,5610
10KG,107,110,11770,166,529,116,,
10KG,12,110,1320,76,1,116,2/4/2025,1320
10KG,8,110,880,1,1,116,2/4/2025,880
10KG,5,110,550,9,9,116,2/4/2025,550
10KG,100,110,11000,6,6,116,2/4/2025,11000
10KG,58,110,6380,242,6,116,2/4/2025,6380
10KG,8,110,880,242,200,116,2/4/2025,880
10KG,163,110,17930,93,11,116,,
10KG,34,110,3740,70,70,116,2/4/2025,3740
10KG,12,110,1320,284,284,116,2/4/2025,1320
10KG,132,110,14520,30,30,116,,
10KG,34,170,3740,99,99,116,2/4/2025,3740
15KG,100,110,17000,50,50,116,2/4/2025,17000
10KG,257,110,28270,220,7,117,1/28/2025,28270
10KG,30,110,3300,156,156,117,1/28/2025,3300
10KG,31,110,3410,208,208,117,1/28/2025,3410
10KG,73,110,8030,63,63,117,1/28/2025,8030
10KG,72,110,7920,54,54,117,1/28/2025,7920
10KG,101,110,11110,250,250,117,1/28/2025,11110
10KG,115,110,12650,71,71,117,,
10KG,104,110,11440,102,102,117,2/4/2025,11440
10KG,60,110,6600,48,48,117,1/28/2025,6600
10KG,6,110,660,27,27,117,1/28/2025,660
10KG,92,110,10120,24,24,117,1/28/2025,10120
10KG,100,110,11000,83,83,117,1/28/2025,11000
10KG,76,110,8360,83,83,117,1/28/2025,8360
10KG,4,110,440,47,47,117,1/28/2025,440
10KG,48,110,5280,258,258,117,1/28/2025,5280
10KG,77,110,8470,40,40,117,1/28/2025,8470
10KG,110,110,12100,39,39,117,,
10KG,356,110,39160,21,21,117,2/5/2025,39160
10KG,50,110,5500,83,83,117,1/28/2025,5500
10KG,51,110,5610,136,136,117,2/11/2025,5610
10KG,52,110,5720,43,43,117,1/28/2025,5720
10KG,27,110,2970,136,136,117,,
10KG,27,110,2970,285,285,117,1/28/2025,2970
10KG,44,110,4840,230,7,117,1/28/2025,4840
10KG,45,220,4950,126,7,117,1/28/2025,4950
20KG,55,220,12100,47,47,117,1/28/2025,12100
20KG,99,220,21780,49,49,118,,
20KG,249,220,54780,16,16,118,1/18/2025,54780
20KG,126,220,27720,112,20,118,,
20KG,155,220,34100,76,1,118,,
20KG,54,220,11880,270,20,118,,
20KG,39,220,8580,219,546,118,,
20KG,148,220,32560,19,19,118,2/6/2025,32560
20KG,142,220,31240,95,1,118,,
20KG,56,220,12320,286,19,118,2/6/2025,12320
20KG,35,220,7700,286,19,118,2/6/2025,7700
20KG,40,110,8800,287,287,118,,
10KG,149,110,16390,50,50,119,1/25/2025,16390
10KG,102,110,11220,178,8,119,2/3/2025,11220
10KG,47,110,5170,172,256,119,1/27/2025,5170
10KG,98,110,10780,248,74,119,1/17/2025,10780
10KG,92,110,10120,214,395,119,1/27/2025,10120
10KG,70,110,7700,252,39,119,1/25/2025,7700
10KG,100,110,11000,283,283,119,3/8/2025,11000
10KG,83,110,9130,55,55,119,1/25/2025,9130
10KG,84,110,9240,197,197,119,1/25/2025,9240
10KG,198,110,21780,130,526,119,1/25/2025,21780
10KG,4,110,440,76,1,119,1/25/2025,440
10KG,55,110,6050,63,63,119,1/25/2025,6050
10KG,44,110,4840,151,151,119,1/25/2025,4840
10KG,151,110,16610,6,6,119,1/25/2025,16610
10KG,54,110,5940,74,277,119,1/25/2025,5940
10KG,1,110,110,74,200,119,1/25/2025,110
10KG,60,110,6600,242,6,119,1/25/2025,6600
10KG,132,110,14520,43,43,119,1/25/2025,14520
10KG,11,110,1210,37,37,119,1/25/2025,1210
10KG,69,110,7590,90,90,119,1/25/2025,7590
10KG,70,110,7700,123,21,119,1/25/2025,7700
10KG,129,110,14190,69,39,119,,
10KG,209,110,22990,220,7,119,1/25/2025,22990
10KG,32,220,3520,202,202,119,1/28/2028,3520
20KG,71,220,15620,76,1,119,,
20KG,57,220,12540,76,1,119,,
20KG,110,220,24200,76,1,119,,
20KG,84,220,18480,95,1,119,,
20KG,229,220,50380,49,49,119,,
20KG,203,220,44660,16,16,119,1/21/2025,44660
20KG,517,220,113740,288,44,119,,
20KG,342,220,75240,289,20,120,,
20KG,650,220,143000,4,32,120,,
20KG,177,220,38940,49,49,120,,
20KG,104,220,22880,16,16,120,1/21/2025,22880
20KG,144,220,31680,29,29,121,,
20KG,169,220,37180,29,29,121,,
20KG,365,220,80300,46,46,121,1/20/2025,80300
20KG,146,220,32120,36,36,121,,
20KG,50,220,11000,219,20,121,,
20KG,190,220,41800,6,6,121,1/31/2025,41800
20KG,101,220,22220,81,15,121,,
20KG,56,220,12320,132,132,121,,
20KG,49,220,10780,9,9,121,2/17/2025,10780
20KG,143,220,31460,2,521,122,,
20KG,35,220,7700,5,5,122,1/27/2025,7700
20KG,308,220,67760,35,35,122,2/3/2025,67760
20KG,64,220,14080,132,132,122,,
20KG,21,220,4620,132,132,122,,
20KG,180,220,39600,6,6,122,1/27/2025,39600
20KG,405,220,89100,254,542,122,,
20KG,123,220,27060,75,25,123,,
20KG,435,220,95700,36,36,123,,
20KG,134,220,29480,112,20,123,,
20KG,323,220,71060,290,15,123,,
20KG,60,220,13200,19,19,123,2/6/2025,13200
20KG,125,220,27500,286,19,123,2/6/2025,27500
20KG,699,220,153780,10,10,124,,
20KG,111,220,24420,141,141,124,,
20KG,204,220,44880,35,35,124,1/27/2025,44880
20KG,118,220,25960,5,5,124,1/27/2025,25960
20KG,353,220,77660,46,46,125,1/20/2025,77660
20KG,31,220,6820,34,34,125,,
20KG,98,220,21560,210,210,125,,
20KG,667,220,146740,14,20,125,,
20KG,75,220,16500,37,37,126,,
20KG,104,220,22880,200,38,126,2/20/2025,22880
20KG,152,220,33440,262,262,126,,
20KG,57,220,12540,219,20,126,,
20KG,120,110,26400,291,15,126,,
10KG,88,110,9680,9,9,126,2/12/2025,9680
10KG,7,110,770,9,9,126,5/6/2025,770
10KG,2,110,220,5,5,126,2/5/2025,220
10KG,71,110,7810,14,14,126,2/18/2025,7810
10KG,151,110,16610,93,11,126,,
10KG,2,110,220,123,21,126,2/5/2025,220
10KG,37,110,4070,26,26,126,2/5/2025,4070
10KG,70,110,7700,82,82,126,1/21/2025,7700
10KG,99,110,10890,235,235,126,2/5/2025,10890
10KG,292,110,32120,220,7,126,2/5/2025,32120
10KG,188,110,20680,43,43,126,2/5/2025,20680
10KG,50,110,5500,126,7,126,2/5/2025,5500
10KG,44,110,4840,208,208,126,2/5/2025,4840
10KG,44,110,4840,126,7,126,2/5/2025,4840
10KG,45,110,4950,230,7,126,2/5/2025,4950
10KG,8,110,880,1,1,126,2/5/2025,880
10KG,7,110,770,292,1,126,2/5/2025,770
10KG,39,110,4290,293,1,126,2/5/2025,4290
10KG,115,110,12650,38,38,126,,
10KG,8,110,880,34,34,126,2/5/2025,880
10KG,52,110,5720,276,276,126,2/5/2025,5720
10KG,53,110,5830,275,275,126,2/5/2025,5830
10KG,51,110,5610,55,55,126,2/5/2025,5610
10KG,52,110,5720,197,197,126,2/5/2025,5720
10KG,38,110,4180,294,548,126,2/5/2025,4180
10KG,26,110,2860,30,30,127,,
10KG,31,110,3410,99,99,127,2/4/2025,3410
10KG,77,110,8470,225,225,127,2/3/2025,8470
10KG,42,110,4620,224,224,127,2/3/2025,4620
10KG,364,110,40040,71,71,127,,
10KG,90,110,9900,30,30,127,,
10KG,90,110,9900,99,99,127,2/4/2025,9900
10KG,75,110,8250,224,224,127,2/3/2025,8250
10KG,31,110,3410,20,20,127,2/3/2025,3410
10KG,21,110,2310,277,277,127,2/3/2025,2310
10KG,86,110,9460,78,533,127,2/3/2025,9460
10KG,34,110,3740,48,48,127,2/3/2025,3740
10KG,34,110,3740,27,27,127,2/3/2025,3740
10KG,126,110,13860,295,45,127,,
10KG,7,110,770,9,9,127,2/3/2025,770
10KG,12,110,1320,70,70,127,2/3/2025,1320
10KG,70,110,7700,103,11,127,,
10KG,55,110,6050,103,71,127,,
10KG,43,110,4730,71,71,127,,
10KG,45,110,4950,249,73,127,2/3/2025,4950
10KG,55,110,6050,54,54,127,2/3/2025,6050
10KG,123,110,13530,42,42,127,2/3/2025,13530
10KG,34,110,3740,285,285,127,2/3/2025,3740
10KG,34,110,3740,296,296,127,2/3/2025,3740
10KG,54,110,5940,54,54,127,2/3/2025,5940
10KG,10,110,1100,37,37,127,2/3/2025,1100
10KG,23,110,2530,250,250,127,2/3/2025,2530
10KG,98,110,10780,90,90,127,2/3/2025,10780
10KG,100,110,11000,123,21,127,2/3/2025,11000
10KG,45,110,4950,251,39,127,2/4/2025,4950
10KG,44,110,4840,230,7,127,2/3/2025,4840
10KG,43,110,4730,123,21,127,2/3/2025,4730
10KG,64,110,7040,5,5,127,1/27/2025,7040
10KG,35,110,3850,26,26,127,2/3/2025,3850
10KG,72,110,7920,67,67,127,2/3/2025,7920
10KG,135,220,14850,6,6,127,2/3/2025,14850
20KG,80,220,17600,5,5,127,1/27/2025,17600
20KG,458,220,100760,10,10,128,,
20KG,256,220,56320,291,15,128,,
20KG,25,220,5500,14,20,128,,
20KG,54,220,11880,49,49,128,,
20KG,125,220,27500,2,2,128,,
20KG,157,220,34540,210,210,128,,
20KG,127,220,27940,210,210,128,,
20KG,545,220,119900,36,36,129,,
20KG,295,220,64900,81,15,129,,
20KG,85,220,18700,132,132,129,,
20KG,43,220,9460,132,132,129,,
20KG,115,220,25300,17,17,129,,
20KG,70,220,15400,262,74,129,,
20KG,116,220,25520,9,9,130,2/17/2025,25520
20KG,134,220,29480,35,35,130,1/27/2025,29480
20KG,164,220,36080,5,5,130,1/27/2025,36080
20KG,299,220,65780,16,16,130,1/27/2025,65780
20KG,98,220,21560,49,49,130,,
20KG,159,220,34980,146,20,130,,
20KG,158,110,34760,112,20,130,,
10KG,50,110,5500,249,73,131,2/18/2025,5500
10KG,42,110,4620,297,463,131,1/5/2025,4620
10KG,134,110,14740,83,83,131,1/5/2025,14740
10KG,96,110,10560,24,24,131,1/5/2025,10560
10KG,101,110,11110,40,40,131,1/5/2025,11110
10KG,59,110,6490,69,39,131,,
10KG,88,110,9680,230,7,131,1/5/2025,9680
10KG,81,110,8910,43,43,131,1/5/2025,8910
10KG,4,110,440,5,5,131,1/5/2025,440
10KG,193,110,21230,42,42,131,1/5/2025,21230
10KG,71,110,7810,13,13,131,1/5/2025,7810
10KG,38,110,4180,250,250,131,1/5/2025,4180
10KG,44,110,4840,285,285,131,1/5/2025,4840
10KG,44,110,4840,136,136,131,2/17/2025,4840
10KG,78,110,8580,90,90,131,1/5/2025,8580
10KG,80,220,8800,123,21,131,1/5/2025,8800
20KG,119,220,26180,5,5,131,1/5/2025,26180
20KG,45,110,9900,47,47,131,1/5/2025,9900
10KG,117,110,12870,175,463,131,1/5/2025,12870
10KG,58,110,6380,78,533,131,1/5/2025,6380
10KG,117,110,12870,6,6,131,1/5/2025,12870
10KG,52,110,5720,263,28,131,1/5/2025,5720
10KG,21,110,2310,87,87,131,2/24/2025,2310
10KG,76,110,8360,55,55,131,1/5/2025,8360
10KG,76,110,8360,197,197,131,1/5/2025,8360
10KG,66,110,7260,103,71,131,3/3/2025,7260
10KG,103,110,11330,103,11,131,,
10KG,102,110,11220,295,45,131,,
10KG,56,110,6160,198,198,131,,
10KG,64,220,7040,30,30,131,,
20KG,440,220,96800,29,29,132,,
20KG,41,220,9020,132,132,132,,
20KG,28,220,6160,143,510,132,,
20KG,41,220,9020,129,20,132,,
20KG,50,220,11000,96,96,132,,
20KG,325,220,71500,6,6,132,1/31/2025,71500
20KG,135,220,29700,17,17,132,,
20KG,104,220,22880,64,64,132,,
20KG,367,220,80740,81,15,133,,
20KG,170,220,37400,2,2,133,,
20KG,41,220,9020,182,182,133,,
20KG,57,220,12540,141,141,133,,
20KG,307,220,67540,35,35,133,1/30/2025,67540
20KG,125,220,27500,5,5,133,1/27/2025,27500
20KG,100,220,22000,43,43,133,1/31/2025,22000
20KG,441,220,97020,12,12,134,,
20KG,550,220,121000,288,44,134,,
20KG,54,220,11880,76,1,134,,
20KG,106,220,23320,76,1,134,,
20KG,31,220,6820,292,1,134,,
20KG,100,220,22000,292,1,134,,
20KG,607,220,133540,10,10,135,,
20KG,60,220,13200,43,43,135,1/31/2025,13200
20KG,95,220,20900,76,1,135,,
20KG,45,220,9900,143,510,135,,
20KG,85,220,18700,78,20,135,,
20KG,225,220,49500,23,23,135,,
20KG,57,220,12540,129,20,135,,
20KG,355,220,78100,36,36,136,,
20KG,123,220,27060,29,29,136,,
20KG,475,220,104500,46,46,136,1/20/2025,104500
20KG,174,220,38280,112,20,136,,
20KG,518,220,113960,4,32,137,,
20KG,232,220,51040,16,16,137,,
20KG,56,220,12320,270,270,137,,
20KG,150,220,33000,3,3,137,,
20KG,94,220,20680,286,19,137,2/6/2025,20680
20KG,115,110,25300,19,19,137,2/6/2025,25300
10KG,175,110,19250,27,27,138,2/11/2025,19250
10KG,44,110,4840,208,208,138,2/11/2025,4840
10KG,24,110,2640,298,298,138,2/11/2025,2640
10KG,41,110,4510,299,299,138,2/11/2025,4510
10KG,60,110,6600,5,5,138,2/20/2025,6600
10KG,42,110,4620,177,240,138,2/11/2025,4620
10KG,50,110,5500,40,40,138,2/11/2025,5500
10KG,50,110,5500,74,74,138,,
10KG,86,110,9460,47,47,138,2/11/2025,9460
10KG,149,110,16390,67,67,138,2/11/2025,16390
10KG,95,110,10450,24,24,138,2/11/2025,10450
10KG,90,110,9900,69,39,138,,
10KG,55,110,6050,26,26,138,2/11/2025,6050
10KG,190,110,20900,7,7,138,2/17/2025,20900
10KG,125,110,13750,83,83,138,2/11/2025,13750
10KG,277,110,30470,42,42,138,2/11/2025,30470
10KG,35,110,3850,298,298,138,2/11/2025,3850
10KG,55,110,6050,300,300,138,2/11/2025,6050
10KG,6,110,660,9,9,138,2/17/2025,660
10KG,42,110,4620,157,157,138,,
10KG,48,110,5280,136,136,138,2/17/2025,5280
10KG,47,110,5170,285,285,138,2/11/2025,5170
10KG,115,110,12650,63,63,138,2/11/2025,12650
10KG,62,110,6820,54,54,138,2/11/2025,6820
10KG,53,110,5830,202,202,138,2/27/2025,5830
10KG,81,110,8910,13,13,138,2/11/2025,8910
10KG,1,110,110,258,258,138,2/11/2025,110
10KG,37,110,4070,24,24,138,2/11/2025,4070
10KG,7,110,770,9,9,138,2/17/2025,770
10KG,7,110,770,71,71,138,3/3/2025,770
10KG,23,110,2530,63,63,138,2/11/2025,2530
10KG,50,110,5500,249,73,138,2/11/2025,5500
10KG,46,110,5060,250,250,138,2/11/2025,5060
10KG,71,220,7810,221,301,138,2/12/2025,7810
20KG,96,220,21120,5,5,138,2/20/2025,21120
20KG,50,110,11000,47,47,138,2/11/2025,11000
10KG,35,110,3850,103,11,139,,
10KG,44,110,4840,103,11,139,,
10KG,50,110,5500,9,9,139,2/19/2025,5500
10KG,75,110,8250,87,87,139,2/19/2025,8250
10KG,78,110,8580,70,70,139,2/19/2025,8580
10KG,33,110,3630,87,87,139,2/19/2025,3630
10KG,38,110,4180,284,284,139,2/19/2025,4180
10KG,19,110,2090,301,301,139,2/19/2025,2090
10KG,82,110,9020,30,30,139,,
10KG,12,110,1320,99,99,139,2/19/2025,1320
10KG,17,110,1870,302,302,139,2/21/2025,1870
10KG,100,110,11000,295,45,139,,
10KG,87,110,9570,147,174,139,2/19/2025,9570
10KG,136,110,14960,71,71,139,,
10KG,9,110,990,63,63,139,2/19/2025,990
10KG,104,110,11440,263,28,139,2/19/2025,11440
10KG,51,110,5610,48,48,139,2/19/2025,5610
10KG,33,110,3630,34,34,139,2/19/2025,3630
10KG,44,110,4840,45,45,139,,
10KG,134,110,14740,6,6,139,2/19/2025,14740
10KG,17,110,1870,71,71,139,,
10KG,109,110,11990,214,395,139,2/25/2025,11990
10KG,133,110,14630,248,262,139,1/18/2025,14630
10KG,109,110,11990,256,256,139,2/25/2025,11990
10KG,119,110,13090,74,549,139,,
10KG,75,110,8250,292,1,139,2/19/2025,8250
10KG,203,170,22330,178,51,139,2/19/2025,22330
15KG,35,110,5950,303,303,139,2/19/2025,5950
10KG,51,110,5610,33,33,139,2/19/2025,5610
10KG,78,110,8580,82,82,139,1/21/2025,8580
10KG,97,110,10670,235,235,139,2/19/2025,10670
10KG,74,110,8140,275,275,139,2/19/2025,8140
10KG,75,110,8250,276,276,139,2/19/2025,8250
10KG,123,110,13530,33,33,139,2/19/2025,13530
10KG,60,110,6600,55,55,139,2/19/2025,6600
10KG,59,110,6490,197,197,139,2/19/2025,6490
10KG,84,110,9240,304,304,139,2/19/2025,9240
10KG,39,110,4290,34,34,139,2/19/2025,4290
10KG,1,110,110,37,37,139,2/19/2025,110
10KG,56,220,6160,76,1,139,2/19/2025,6160
20KG,498,220,109560,10,10,140,,
20KG,267,220,58740,81,15,140,,
20KG,414,220,91080,280,280,140,,
20KG,85,220,18700,255,20,140,,
20KG,122,220,26840,112,20,141,,
20KG,126,220,27720,76,1,141,,
20KG,57,220,12540,95,1,141,,
20KG,83,220,18260,9,9,141,2/24/2025,18260
20KG,167,220,36740,9,9,141,2/24/2025,36740
20KG,211,220,46420,76,1,141,,
20KG,301,220,66220,12,12,141,,
20KG,31,220,6820,129,20,141,,
20KG,102,220,22440,305,15,141,,
20KG,144,220,47520,306,133,141,1/20/2024,31680
20KG,108,220,23760,281,281,142,4/16/2025,23760
20KG,204,220,44880,19,19,142,2/6/2025,44880
20KG,66,220,14520,34,34,142,,
20KG,134,220,29480,281,281,142,4/16/2025,29480
20KG,191,220,42020,16,16,142,1/27/2025,42020
20KG,176,220,38720,75,25,142,,
20KG,51,220,11220,96,20,142,,
20KG,34,220,7480,143,510,142,,
20KG,118,220,25960,14,20,142,,
20KG,361,220,79420,5,35,143,,
20KG,247,220,54340,5,5,143,1/27/2025,54340
20KG,279,220,61380,2,521,143,,
20KG,30,220,6600,182,182,143,,
20KG,293,220,64460,254,542,143,,
20KG,107,220,23540,132,132,144,,
20KG,204,220,44880,6,6,144,2/3/2025,44880
20KG,292,220,64240,29,29,144,,
20KG,119,220,26180,211,74,144,,
20KG,55,220,12100,307,313,144,,
20KG,119,220,26180,36,36,144,,
20KG,31,220,6820,141,141,144,,
20KG,234,220,51480,17,17,144,,
20KG,186,220,40920,112,20,145,,
20KG,93,220,20460,95,1,145,,
20KG,164,220,36080,76,1,145,,
20KG,56,220,12320,271,1,145,,
20KG,311,220,68420,12,12,145,,
20KG,283,220,62260,9,9,145,2/24/2025,62260
20KG,41,220,9020,129,20,145,,
20KG,139,220,30580,305,15,145,,
20KG,138,220,30360,134,134,146,,
20KG,456,220,100320,288,44,146,,
20KG,168,220,36960,2,2,146,,
20KG,35,220,7700,182,182,146,,
20KG,350,220,77000,280,280,146,,
20KG,51,220,11220,170,20,146,,
20KG,114,220,25080,210,210,147,,
20KG,499,220,109780,46,46,147,1/20/2025,109780
20KG,161,220,35420,132,132,147,,
20KG,34,220,7480,132,132,147,,
20KG,53,220,11660,308,20,147,,
20KG,185,220,40700,29,29,147,,
20KG,38,220,8360,96,20,147,,
20KG,41,220,9020,143,510,147,,
20KG,27,220,5940,309,20,147,,
20KG,25,220,5500,310,20,147,,
20KG,36,110,7920,287,20,147,,
10KG,102,110,11220,42,42,148,2/15/2025,11220
10KG,83,110,9130,40,40,148,2/10/2025,9130
10KG,113,110,12430,43,43,148,2/10/2025,12430
10KG,100,110,11000,24,24,148,2/10/2025,11000
10KG,15,110,1650,258,258,148,2/10/2025,1650
10KG,71,110,7810,47,47,148,2/10/2025,7810
10KG,144,110,15840,83,83,148,2/10/2025,15840
10KG,25,110,2750,1,1,148,2/10/2025,2750
10KG,46,110,5060,187,83,148,2/10/2025,5060
10KG,30,110,3300,243,83,148,2/10/2025,3300
10KG,48,110,5280,83,83,148,2/10/2025,5280
10KG,1,110,110,256,256,148,,
10KG,104,110,11440,27,27,148,2/10/2025,11440
10KG,49,110,5390,311,311,148,2/10/2025,5390
10KG,30,110,3300,106,106,148,2/20/2025,3300
10KG,29,110,3190,217,217,148,2/22/2025,3190
10KG,60,110,6600,220,7,148,2/10/2025,6600
10KG,82,110,9020,24,24,148,2/10/2025,9020
10KG,67,110,7370,69,39,148,,
10KG,210,110,23100,123,21,148,2/10/2025,23100
10KG,55,110,6050,126,7,148,2/10/2025,6050
10KG,56,110,6160,230,7,148,2/10/2025,6160
10KG,56,110,6160,7,7,148,2/10/2025,6160
10KG,68,110,7480,67,67,148,2/11/2025,7480
10KG,55,110,6050,285,285,148,2/10/2025,6050
10KG,55,110,6050,136,136,148,2/17/2025,6050
10KG,19,110,2090,278,278,148,,
10KG,81,110,8910,250,250,148,2/10/2025,8910
10KG,51,110,5610,312,312,148,2/19/2025,5610
10KG,3,110,330,35,35,148,2/10/2025,330
10KG,62,110,6820,90,90,148,2/10/2025,6820
10KG,61,110,6710,123,21,148,2/10/2025,6710
10KG,58,110,6380,26,26,148,2/10/2025,6380
10KG,50,110,5500,82,82,148,1/21/2025,5500
10KG,65,110,7150,295,45,148,,
10KG,32,110,3520,63,63,148,2/10/2025,3520
10KG,67,110,7370,202,202,148,2/27/2025,7370
10KG,63,110,6930,54,54,148,2/10/2025,6930
10KG,65,220,7150,54,54,148,2/10/2025,7150
20KG,65,110,14300,47,47,148,2/10/2025,14300
10KG,9,110,990,95,1,149,2/7/2025,990
10KG,57,110,6270,304,304,149,2/7/2025,6270
10KG,81,110,8910,33,33,149,2/7/2025,8910
10KG,10,110,1100,281,281,149,4/16/2025,1100
10KG,170,110,18700,172,256,149,2/7/2025,18700
10KG,192,110,21120,248,74,149,2/7/2025,21120
10KG,70,110,7700,313,26,149,2/7/2025,7700
10KG,199,110,21890,214,395,149,2/7/2025,21890
10KG,21,110,2310,95,1,149,2/7/2025,2310
10KG,120,110,13200,74,549,149,2/7/2025,13200
10KG,38,170,4180,76,1,149,2/7/2025,4180
15KG,11,170,1870,303,303,149,2/7/2025,1870
15KG,59,170,10030,303,303,149,2/7/2025,10030
15KG,25,110,4250,50,50,149,2/7/2025,4250
10KG,81,110,8910,224,224,149,2/7/2025,8910
10KG,64,110,7040,99,99,149,2/8/2025,7040
10KG,146,110,16060,30,30,149,,
10KG,32,110,3520,300,300,149,2/7/2025,3520
10KG,52,110,5720,152,152,149,2/7/2025,5720
10KG,51,110,5610,314,314,149,2/7/2025,5610
10KG,65,110,7150,263,28,149,2/7/2025,7150
10KG,57,110,6270,295,45,149,,
10KG,57,110,6270,11,11,149,,
10KG,51,110,5610,71,71,149,,
10KG,76,110,8360,263,28,149,2/7/2025,8360
10KG,8,110,880,63,63,149,2/7/2025,880
10KG,16,110,1760,29,29,149,,
10KG,160,110,17600,198,198,149,,
10KG,136,110,14960,45,45,149,,
10KG,93,110,10230,55,55,149,2/7/2025,10230
10KG,93,110,10230,197,197,149,2/7/2025,10230
10KG,113,110,12430,130,526,149,2/7/2025,12430
10KG,71,110,7810,304,304,149,2/7/2025,7810
10KG,123,110,13530,252,39,149,2/7/2025,13530
10KG,155,110,17050,42,42,150,2/19/2025,17050
10KG,287,110,31570,178,51,150,2/18/2025,31570
10KG,284,110,31240,178,51,150,2/18/2025,31240
10KG,88,110,9680,315,533,150,2/18/2025,9680
10KG,257,110,28270,6,6,150,2/18/2025,28270
10KG,60,110,6600,175,11,150,,
10KG,176,110,19360,93,11,150,,
10KG,53,110,5830,34,34,150,2/18/2025,5830
10KG,90,110,9900,147,174,150,2/18/2025,9900
10KG,13,110,1430,70,70,150,2/18/2025,1430
10KG,121,110,13310,48,48,150,2/18/2025,13310
10KG,52,110,5720,316,316,150,,
10KG,50,110,5500,317,317,150,2/18/2025,5500
10KG,120,110,13200,89,89,150,2/18/2025,13200
10KG,32,110,3520,156,156,150,2/18/2025,3520
10KG,54,110,5940,318,318,150,4/21/2025,5940
10KG,37,110,4070,40,40,150,2/18/2025,4070
10KG,35,110,3850,184,43,150,2/18/2025,3850
10KG,35,220,3850,184,157,150,,
20KG,206,220,45320,35,5,151,2/10/2025,45320
20KG,198,220,43560,35,35,151,1/30/2025,43560
20KG,236,220,51920,254,542,151,,
20KG,80,220,17600,286,19,151,2/6/2025,17600
20KG,96,220,21120,16,16,151,2/3/2025,21120
20KG,98,220,21560,281,281,151,4/16/2025,21560
20KG,108,220,23760,23,23,151,2/5/2025,23760
20KG,177,220,38940,270,20,151,,
20KG,122,220,26840,9,9,152,2/27/2025,26840
20KG,393,220,86460,12,12,152,,
20KG,102,220,22440,95,1,152,,
20KG,110,220,24200,76,1,152,,
